gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,ao,at,ceq,dltt,intan,ivaeq,ivao,lct,lo,lt,mibn,ppent,pstk,teq,txditc,costat
006066,2016-12-31,2016,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,43888.0000,12309.0000,117470.0000,18246.0000,34655.0000,40887.0000,85.0000,9471.0000,36275.0000,27723.0000,99078.0000,146.0000,10830.0000,0.0000,18392.0000,425.0000,A
006066,2017-12-31,2017,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,49735.0000,13833.0000,125356.0000,17594.0000,39837.0000,40530.0000,90.0000,10052.0000,37363.0000,29886.0000,107631.0000,131.0000,11116.0000,0.0000,17725.0000,545.0000,A
006066,2018-12-31,2018,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,49146.0000,14358.0000,123382.0000,16796.0000,35605.0000,39353.0000,192.0000,9541.0000,38227.0000,28925.0000,106453.0000,133.0000,10792.0000,0.0000,16929.0000,3696.0000,A
006066,2019-12-31,2019,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,38420.0000,16093.0000,152186.0000,20841.0000,57981.0000,73457.0000,184.0000,9026.0000,37701.0000,30289.0000,131201.0000,144.0000,15006.0000,0.0000,20985.0000,5230.0000,A
006066,2020-12-31,2020,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,39165.0000,20932.0000,155971.0000,20597.0000,57929.0000,73413.0000,172.0000,7563.0000,39869.0000,31974.0000,135244.0000,130.0000,14726.0000,0.0000,20727.0000,5472.0000,A
006066,2021-12-31,2021,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,29539.0000,19579.0000,132001.0000,18901.0000,47379.0000,68155.0000,159.0000,5653.0000,33619.0000,28051.0000,113005.0000,95.0000,8916.0000,0.0000,18996.0000,3956.0000,A
006066,2022-12-31,2022,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,29118.0000,16802.0000,127243.0000,21944.0000,48379.0000,67132.0000,142.0000,5837.0000,31505.0000,23046.0000,105222.0000,77.0000,8212.0000,0.0000,22021.0000,2292.0000,A
006266,2010-12-31,2010,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,47307.0000,9038.0000,102908.0000,56579.0000,9156.0000,32010.0000,0.0000,,23072.0000,12654.0000,46329.0000,0.0000,14553.0000,0.0000,56579.0000,1447.0000,A
006266,2011-12-31,2011,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,54316.0000,10313.0000,113644.0000,57080.0000,12969.0000,34276.0000,0.0000,,22811.0000,18984.0000,56564.0000,0.0000,14739.0000,0.0000,57080.0000,1800.0000,A
006266,2012-12-31,2012,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,46116.0000,7958.0000,121347.0000,64826.0000,11489.0000,51176.0000,0.0000,,24262.0000,17634.0000,56521.0000,,16097.0000,0.0000,64826.0000,3136.0000,A
006266,2013-12-31,2013,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,56407.0000,8488.0000,132683.0000,74053.0000,13328.0000,50745.0000,0.0000,333.0000,25675.0000,15638.0000,58630.0000,0.0000,16710.0000,0.0000,74053.0000,3989.0000,A
006266,2014-12-31,2014,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,59311.0000,5949.0000,131119.0000,69752.0000,15122.0000,49054.0000,0.0000,679.0000,25085.0000,18006.0000,61367.0000,0.0000,16126.0000,0.0000,69752.0000,3154.0000,A
006266,2015-12-31,2015,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,60210.0000,8409.0000,133411.0000,71150.0000,12857.0000,47393.0000,0.0000,1494.0000,27747.0000,19095.0000,62261.0000,0.0000,15905.0000,0.0000,71150.0000,2562.0000,A
006266,2016-12-31,2016,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,65032.0000,9706.0000,141208.0000,70418.0000,22442.0000,49681.0000,0.0000,877.0000,26287.0000,19151.0000,70790.0000,0.0000,15912.0000,0.0000,70418.0000,2910.0000,A
006266,2017-12-31,2017,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,43088.0000,11325.0000,157303.0000,60160.0000,30675.0000,85134.0000,0.0000,751.0000,30537.0000,27563.0000,97143.0000,0.0000,17005.0000,0.0000,60160.0000,8368.0000,A
006266,2018-12-31,2018,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,46033.0000,11311.0000,152954.0000,59752.0000,27684.0000,78064.0000,0.0000,511.0000,31230.0000,26782.0000,93202.0000,0.0000,17035.0000,0.0000,59752.0000,7506.0000,A
006266,2019-12-31,2019,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,45274.0000,10697.0000,157728.0000,59471.0000,27210.0000,81282.0000,0.0000,1860.0000,35964.0000,29125.0000,98257.0000,0.0000,18615.0000,0.0000,59471.0000,5958.0000,A
006266,2020-12-31,2020,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,51237.0000,11877.0000,174894.0000,63278.0000,32635.0000,89795.0000,0.0000,2219.0000,42493.0000,29274.0000,111616.0000,0.0000,19766.0000,0.0000,63278.0000,7214.0000,A
006266,2021-12-31,2021,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,60979.0000,17155.0000,182018.0000,74023.0000,29985.0000,81638.0000,0.0000,2384.0000,45226.0000,25297.0000,107995.0000,0.0000,19862.0000,0.0000,74023.0000,7487.0000,A
006266,2022-12-31,2022,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,55294.0000,16351.0000,187378.0000,76804.0000,26888.0000,93556.0000,0.0000,1274.0000,55802.0000,21510.0000,110574.0000,0.0000,20903.0000,0.0000,76804.0000,6374.0000,A
007154,2010-12-31,2010,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,4368.5000,1624.7000,31975.2000,14634.2000,11497.0000,2586.1000,1335.3000,0.0000,2924.7000,1586.9000,17341.0000,,22060.6000,0.0000,14634.2000,1332.4000,A
007154,2011-12-31,2011,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,4403.0000,1672.2000,32989.9000,14390.2000,12133.8000,2653.2000,1427.0000,0.0000,3509.2000,1612.6000,18599.7000,,22834.5000,0.0000,14390.2000,1344.1000,A
007154,2012-12-31,2012,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,4922.1000,1602.7000,35386.5000,15293.6000,13632.5000,2804.0000,1380.5000,0.0000,3403.1000,1526.2000,20092.9000,,24677.2000,0.0000,15293.6000,1531.1000,A
007154,2013-12-31,2013,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,5050.1000,1747.1000,36626.3000,16009.7000,14129.8000,2872.7000,1209.1000,0.0000,3170.0000,1669.1000,20616.6000,,25747.3000,0.0000,16009.7000,1647.7000,A
007154,2014-12-31,2014,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,4185.5000,1798.6000,34281.4000,12853.4000,14989.7000,2735.3000,1004.5000,0.0000,2747.9000,2065.9000,21428.0000,,24557.5000,0.0000,12853.4000,1624.5000,A
007154,2015-12-31,2015,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,9643.0000,1869.1000,37938.7000,7087.9000,24122.1000,2516.3000,792.7000,0.0000,2950.4000,2074.0000,30850.8000,,23117.6000,0.0000,7087.9000,1704.3000,A
007154,2016-12-31,2016,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,4848.6000,1855.3000,31023.9000,-2204.3000,25878.5000,2336.5000,725.9000,0.0000,3468.3000,2064.3000,33228.2000,,21257.6000,0.0000,-2204.3000,1817.1000,A
007154,2017-12-31,2017,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,5327.2000,2562.8000,33803.7000,-3268.0000,29536.4000,2379.7000,1085.7000,0.0000,2890.6000,3525.3000,37071.7000,0.0000,22448.3000,0.0000,-3268.0000,1119.4000,A
007154,2018-12-31,2018,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,4053.2000,1771.3000,32811.2000,-6258.4000,31075.3000,2941.2000,1202.8000,0.0000,2973.5000,3805.3000,39069.6000,0.0000,22842.7000,0.0000,-6258.4000,1215.5000,A
007154,2019-12-31,2019,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,3557.9000,1918.6000,47510.8000,-8210.3000,46875.9000,3342.8000,1270.3000,0.0000,3621.0000,3906.1000,55721.1000,0.0000,37421.2000,0.0000,-8210.3000,1318.1000,A
007154,2020-12-31,2020,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,6243.2000,2836.2000,52626.8000,-7824.9000,48518.1000,3464.3000,1297.2000,0.0000,6181.2000,3726.8000,60451.7000,0.0000,38785.9000,0.0000,-7824.9000,2025.6000,A
007154,2021-12-31,2021,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,7148.5000,3654.5000,53854.3000,-4601.0000,48643.6000,3577.5000,1201.2000,0.0000,4020.0000,3716.1000,58455.3000,0.0000,38272.6000,0.0000,-4601.0000,2075.6000,A
007154,2022-12-31,2022,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,5424.2000,3842.9000,50435.6000,-6003.4000,48037.9000,3764.7000,1064.5000,0.0000,3802.1000,2601.5000,56439.0000,0.0000,36339.3000,0.0000,-6003.4000,1997.5000,A
007257,2010-12-31,2010,INDL,C,D,STD,MRK,MERCK & CO,USD,29064.0000,5132.0000,105781.0000,54376.0000,15482.0000,51834.0000,494.0000,2175.0000,15641.0000,10442.0000,48976.0000,2429.0000,17082.0000,0.0000,56805.0000,7411.0000,A
007257,2011-12-31,2011,INDL,C,D,STD,MRK,MERCK & CO,USD,33181.0000,4849.0000,105128.0000,54517.0000,15525.0000,46457.0000,886.0000,3458.0000,16245.0000,10789.0000,48185.0000,2426.0000,16297.0000,0.0000,56943.0000,5626.0000,A
007257,2012-12-31,2012,INDL,C,D,STD,MRK,MERCK & CO,USD,34857.0000,5423.0000,106132.0000,53020.0000,16254.0000,41217.0000,1300.0000,7305.0000,18348.0000,10327.0000,50669.0000,2443.0000,16030.0000,0.0000,55463.0000,5740.0000,A
007257,2013-12-31,2013,INDL,C,D,STD,MRK,MERCK & CO,USD,35685.0000,7515.0000,105645.0000,49765.0000,20539.0000,36102.0000,1600.0000,9770.0000,17868.0000,8136.0000,53319.0000,2561.0000,14973.0000,0.0000,52326.0000,6776.0000,A
007257,2014-12-31,2014,INDL,C,D,STD,MRK,MERCK & CO,USD,33173.0000,4716.0000,98335.0000,48647.0000,18699.0000,33378.0000,337.0000,13595.0000,18766.0000,7813.0000,49544.0000,144.0000,13136.0000,0.0000,48791.0000,4266.0000,A
007257,2015-12-31,2015,INDL,C,D,STD,MRK,MERCK & CO,USD,29764.0000,5432.0000,101779.0000,44676.0000,23929.0000,40325.0000,702.0000,13049.0000,19203.0000,7345.0000,57012.0000,91.0000,12507.0000,0.0000,44767.0000,6535.0000,A
007257,2016-12-31,2016,INDL,C,D,STD,MRK,MERCK & CO,USD,30614.0000,5139.0000,95377.0000,40088.0000,24274.0000,35467.0000,715.0000,11416.0000,17204.0000,8514.0000,55069.0000,220.0000,12026.0000,0.0000,40308.0000,5077.0000,A
007257,2017-12-31,2017,INDL,C,D,STD,MRK,MERCK & CO,USD,24766.0000,5308.0000,87872.0000,34336.0000,21353.0000,32467.0000,767.0000,12125.0000,18614.0000,11117.0000,53303.0000,233.0000,12439.0000,0.0000,34569.0000,2219.0000,A
007257,2018-12-31,2018,INDL,C,D,STD,MRK,MERCK & CO,USD,25875.0000,6986.0000,82637.0000,26701.0000,19806.0000,29684.0000,,6801.0000,22206.0000,12041.0000,55755.0000,181.0000,13291.0000,0.0000,26882.0000,1702.0000,A
007257,2019-12-31,2019,INDL,C,D,STD,MRK,MERCK & CO,USD,27483.0000,5278.0000,84397.0000,25907.0000,23504.0000,33621.0000,0.0000,1889.0000,22220.0000,11202.0000,58396.0000,94.0000,16126.0000,0.0000,26001.0000,1470.0000,A
007257,2020-12-31,2020,INDL,C,D,STD,MRK,MERCK & CO,USD,27764.0000,7900.0000,91588.0000,25317.0000,26722.0000,34842.0000,,1371.0000,27327.0000,11120.0000,66184.0000,87.0000,19711.0000,0.0000,25404.0000,1015.0000,A
007257,2021-12-31,2021,INDL,C,D,STD,MRK,MERCK & CO,USD,30266.0000,7700.0000,105694.0000,38184.0000,31915.0000,44197.0000,,2666.0000,23872.0000,8209.0000,67437.0000,73.0000,20865.0000,0.0000,38257.0000,3441.0000,A
007257,2022-12-31,2022,INDL,C,D,STD,MRK,MERCK & CO,USD,35722.0000,6752.0000,109160.0000,45991.0000,29758.0000,41473.0000,,2445.0000,24239.0000,7310.0000,63102.0000,67.0000,22768.0000,0.0000,46058.0000,1795.0000,A
007435,2010-12-31,2010,INDL,C,D,STD,MMM,3M CO,USD,12215.0000,1193.0000,30156.0000,15663.0000,4277.0000,8640.0000,84.0000,745.0000,6089.0000,3575.0000,14139.0000,354.0000,7279.0000,0.0000,16017.0000,198.0000,A
007435,2011-12-31,2011,INDL,C,D,STD,MMM,3M CO,USD,12240.0000,1545.0000,31616.0000,15420.0000,4563.0000,8963.0000,98.0000,1104.0000,5441.0000,5499.0000,15754.0000,442.0000,7666.0000,0.0000,15862.0000,251.0000,A
007435,2012-12-31,2012,INDL,C,D,STD,MMM,3M CO,USD,13630.0000,1094.0000,33876.0000,17575.0000,4987.0000,9310.0000,105.0000,1359.0000,6200.0000,4482.0000,15836.0000,465.0000,8378.0000,0.0000,18040.0000,167.0000,A
007435,2013-12-31,2013,INDL,C,D,STD,MMM,3M CO,USD,12733.0000,1461.0000,33550.0000,17502.0000,4384.0000,9033.0000,69.0000,1602.0000,7498.0000,3182.0000,15602.0000,446.0000,8652.0000,0.0000,17948.0000,538.0000,A
007435,2014-12-31,2014,INDL,C,D,STD,MMM,3M CO,USD,11765.0000,1511.0000,31269.0000,13109.0000,6790.0000,8485.0000,58.0000,961.0000,5998.0000,5198.0000,18127.0000,33.0000,8489.0000,0.0000,13142.0000,141.0000,A
007435,2015-12-31,2015,INDL,C,D,STD,MMM,3M CO,USD,10986.0000,1192.0000,32718.0000,11708.0000,8799.0000,11850.0000,56.0000,119.0000,7118.0000,4503.0000,20971.0000,39.0000,8515.0000,0.0000,11747.0000,551.0000,A
007435,2016-12-31,2016,INDL,C,D,STD,MMM,3M CO,USD,11726.0000,965.0000,32906.0000,10298.0000,10723.0000,11486.0000,60.0000,153.0000,6219.0000,5476.0000,22563.0000,45.0000,8516.0000,0.0000,10343.0000,145.0000,A
007435,2017-12-31,2017,INDL,C,D,STD,MMM,3M CO,USD,14277.0000,1182.0000,37987.0000,11563.0000,12156.0000,13449.0000,70.0000,143.0000,7687.0000,6287.0000,26365.0000,59.0000,8866.0000,0.0000,11622.0000,235.0000,A
007435,2018-12-31,2018,INDL,C,D,STD,MMM,3M CO,USD,13709.0000,1089.0000,36500.0000,9796.0000,13486.0000,12708.0000,70.0000,186.0000,7244.0000,5643.0000,26652.0000,52.0000,8738.0000,0.0000,9848.0000,279.0000,A
007435,2019-12-31,2019,INDL,C,D,STD,MMM,3M CO,USD,12971.0000,1411.0000,44659.0000,10063.0000,18236.0000,19823.0000,70.0000,193.0000,9222.0000,6774.0000,34533.0000,63.0000,10191.0000,0.0000,10126.0000,301.0000,A
007435,2020-12-31,2020,INDL,C,D,STD,MMM,3M CO,USD,14982.0000,2306.0000,47344.0000,12867.0000,18691.0000,19637.0000,134.0000,,7948.0000,7441.0000,34413.0000,64.0000,10285.0000,0.0000,12931.0000,333.0000,A
007435,2021-12-31,2021,INDL,C,D,STD,MMM,3M CO,USD,15403.0000,2479.0000,47072.0000,15046.0000,16740.0000,18774.0000,129.0000,,9035.0000,5722.0000,31955.0000,71.0000,10287.0000,0.0000,15117.0000,458.0000,A
007435,2022-12-31,2022,INDL,C,D,STD,MMM,3M CO,USD,14688.0000,4190.0000,46455.0000,14722.0000,14656.0000,17489.0000,81.0000,,9523.0000,6947.0000,31685.0000,48.0000,10007.0000,0.0000,14770.0000,559.0000,A
007906,2010-05-31,2009,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,10959.2000,873.6000,14419.3000,9753.7000,445.8000,654.6000,0.0000,,3364.2000,855.3000,4665.3000,0.0000,1931.9000,0.3000,9754.0000,,A
007906,2011-05-31,2010,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,11297.0000,894.0000,14998.0000,9843.0000,276.0000,692.0000,0.0000,,3958.0000,921.0000,5155.0000,0.0000,2115.0000,0.0000,9843.0000,,A
007906,2012-05-31,2011,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,11531.0000,919.0000,15465.0000,10381.0000,228.0000,736.0000,0.0000,,3865.0000,991.0000,5084.0000,0.0000,2279.0000,0.0000,10381.0000,,A
007906,2013-05-31,2012,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,13626.0000,993.0000,17584.0000,11156.0000,1268.0000,513.0000,0.0000,,3926.0000,1234.0000,6428.0000,0.0000,2452.0000,0.0000,11156.0000,,A
007906,2014-05-31,2013,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,13696.0000,1651.0000,18594.0000,10824.0000,1237.0000,413.0000,0.0000,,5027.0000,1506.0000,7770.0000,0.0000,2834.0000,0.0000,10824.0000,,A
007906,2015-05-31,2014,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,15976.0000,2201.0000,21600.0000,12707.0000,1082.0000,412.0000,0.0000,,6334.0000,1477.0000,8893.0000,0.0000,3011.0000,0.0000,12707.0000,,A
007906,2016-05-31,2015,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,15025.0000,2439.0000,21396.0000,12258.0000,2018.0000,412.0000,0.0000,,5358.0000,1762.0000,9138.0000,0.0000,3520.0000,0.0000,12258.0000,,A
007906,2017-05-31,2016,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,16061.0000,2787.0000,23259.0000,12407.0000,3471.0000,422.0000,0.0000,,5474.0000,1907.0000,10852.0000,0.0000,3989.0000,0.0000,12407.0000,,A
007906,2018-05-31,2017,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,15134.0000,2509.0000,22536.0000,9812.0000,3468.0000,439.0000,0.0000,,6040.0000,3216.0000,12724.0000,0.0000,4454.0000,0.0000,9812.0000,,A
007906,2019-05-31,2018,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,16525.0000,2011.0000,23717.0000,9040.0000,3464.0000,437.0000,0.0000,,7866.0000,3347.0000,14677.0000,0.0000,4744.0000,0.0000,9040.0000,,A
007906,2020-05-31,2019,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,20556.0000,2326.0000,31342.0000,8055.0000,12319.0000,497.0000,0.0000,,8284.0000,2684.0000,23287.0000,0.0000,7963.0000,0.0000,8055.0000,,A
007906,2021-05-31,2020,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,26291.0000,2921.0000,37740.0000,12767.0000,12344.0000,511.0000,0.0000,,9674.0000,2955.0000,24973.0000,0.0000,8017.0000,0.0000,12767.0000,,A
007906,2022-05-31,2021,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,28213.0000,3821.0000,40321.0000,15281.0000,11697.0000,570.0000,0.0000,,10730.0000,2613.0000,25040.0000,0.0000,7717.0000,0.0000,15281.0000,,A
008530,2010-12-31,2010,INDL,C,D,STD,PFE,PFIZER INC,USD,60468.0000,4170.0000,195014.0000,87761.0000,38410.0000,101505.0000,,9748.0000,28609.0000,21082.0000,106749.0000,452.0000,19123.0000,52.0000,88265.0000,18648.0000,A
008530,2011-12-31,2011,INDL,C,D,STD,PFE,PFIZER INC,USD,57728.0000,4979.0000,188002.0000,82145.0000,34931.0000,98900.0000,,9457.0000,28069.0000,22784.0000,105381.0000,431.0000,16938.0000,45.0000,82621.0000,19597.0000,A
008530,2012-12-31,2012,INDL,C,D,STD,PFE,PFIZER INC,USD,61415.0000,5088.0000,185798.0000,81221.0000,31036.0000,90685.0000,,14149.0000,28619.0000,22872.0000,104120.0000,418.0000,14461.0000,39.0000,81678.0000,21593.0000,A
008530,2013-12-31,2013,INDL,C,D,STD,PFE,PFIZER INC,USD,56244.0000,5150.0000,172101.0000,76274.0000,30462.0000,81904.0000,,16406.0000,23366.0000,16063.0000,95481.0000,313.0000,12397.0000,33.0000,76620.0000,25590.0000,A
008530,2014-12-31,2014,INDL,C,D,STD,PFE,PFIZER INC,USD,57702.0000,5056.0000,169274.0000,71272.0000,31541.0000,77236.0000,,17518.0000,21631.0000,19499.0000,97652.0000,321.0000,11762.0000,29.0000,71622.0000,24981.0000,A
008530,2015-12-31,2015,INDL,C,D,STD,PFE,PFIZER INC,USD,43804.0000,5293.0000,167460.0000,64694.0000,28818.0000,88598.0000,,15999.0000,29399.0000,17368.0000,102462.0000,278.0000,13766.0000,26.0000,64998.0000,26877.0000,A
008530,2016-12-31,2016,INDL,C,D,STD,PFE,PFIZER INC,USD,38949.0000,5135.0000,171615.0000,59520.0000,31398.0000,107097.0000,,7116.0000,31115.0000,18509.0000,111775.0000,296.0000,13318.0000,24.0000,59840.0000,30753.0000,A
008530,2017-12-31,2017,INDL,C,D,STD,PFE,PFIZER INC,USD,41142.0000,5082.0000,171797.0000,71287.0000,33538.0000,104693.0000,,7015.0000,30427.0000,32276.0000,100141.0000,348.0000,13865.0000,21.0000,71656.0000,3900.0000,A
008530,2018-12-31,2018,INDL,C,D,STD,PFE,PFIZER INC,USD,49926.0000,4777.0000,159422.0000,63388.0000,32909.0000,88622.0000,,2712.0000,31858.0000,27197.0000,95664.0000,351.0000,13385.0000,19.0000,63758.0000,3700.0000,A
008530,2019-12-31,2019,INDL,C,D,STD,PFE,PFIZER INC,USD,32803.0000,5412.0000,167489.0000,63126.0000,37003.0000,94023.0000,17133.0000,2838.0000,37304.0000,24157.0000,104042.0000,304.0000,15280.0000,17.0000,63447.0000,5578.0000,A
008530,2020-12-31,2020,INDL,C,D,STD,PFE,PFIZER INC,USD,35067.0000,5749.0000,154229.0000,63238.0000,38247.0000,78048.0000,16856.0000,3216.0000,25920.0000,22526.0000,90756.0000,235.0000,15293.0000,0.0000,63473.0000,4063.0000,A
008530,2021-12-31,2021,INDL,C,D,STD,PFE,PFIZER INC,USD,59693.0000,8375.0000,181476.0000,77201.0000,38705.0000,74354.0000,16472.0000,4860.0000,42671.0000,22288.0000,104013.0000,262.0000,17722.0000,0.0000,77463.0000,349.0000,A
008530,2022-12-31,2022,INDL,C,D,STD,PFE,PFIZER INC,USD,51259.0000,16997.0000,197205.0000,95661.0000,35482.0000,94747.0000,11033.0000,3893.0000,42138.0000,22645.0000,101288.0000,256.0000,19276.0000,0.0000,95917.0000,1023.0000,A
008762,2010-06-30,2010,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,18782.0000,4441.0000,128172.0000,61188.0000,21360.0000,85648.0000,,57.0000,24282.0000,10189.0000,66733.0000,324.0000,19244.0000,-73.0000,61439.0000,10902.0000,A
008762,2011-06-30,2011,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,21970.0000,4870.0000,138354.0000,67763.0000,22033.0000,90182.0000,,39.0000,27293.0000,9957.0000,70353.0000,361.0000,21293.0000,-123.0000,68001.0000,11070.0000,A
008762,2012-06-30,2012,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,21910.0000,5163.0000,132244.0000,63601.0000,21080.0000,84761.0000,,33.0000,24907.0000,12090.0000,68209.0000,596.0000,20377.0000,-162.0000,64035.0000,10132.0000,A
008762,2013-06-30,2013,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,23990.0000,6847.0000,139263.0000,68279.0000,19111.0000,86760.0000,,,30037.0000,10579.0000,70554.0000,645.0000,21666.0000,-215.0000,68709.0000,10827.0000,A
008762,2014-06-30,2014,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,31617.0000,5798.0000,144266.0000,69443.0000,19811.0000,84547.0000,,,33726.0000,10535.0000,74290.0000,762.0000,22304.0000,-229.0000,69976.0000,10218.0000,A
008762,2015-06-30,2015,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,29646.0000,5436.0000,129495.0000,62662.0000,18329.0000,74145.0000,,,29790.0000,8795.0000,66445.0000,631.0000,20268.0000,-243.0000,63050.0000,9531.0000,A
008762,2016-06-30,2016,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,33782.0000,5064.0000,127136.0000,57593.0000,18945.0000,68877.0000,,28.0000,30770.0000,10325.0000,69153.0000,642.0000,19385.0000,-252.0000,57983.0000,9113.0000,A
008762,2017-06-30,2017,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,26494.0000,5001.0000,120406.0000,55427.0000,18038.0000,68886.0000,,132.0000,30210.0000,8254.0000,64628.0000,594.0000,19893.0000,-243.0000,55778.0000,8126.0000,A
008762,2018-06-30,2018,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,23320.0000,5313.0000,118310.0000,52530.0000,20863.0000,69077.0000,,,28237.0000,10164.0000,65427.0000,590.0000,20600.0000,-237.0000,52883.0000,6163.0000,A
008762,2019-06-30,2019,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,22473.0000,6694.0000,115095.0000,47412.0000,20395.0000,64488.0000,,169.0000,30011.0000,10211.0000,67516.0000,385.0000,21271.0000,-218.0000,47579.0000,6899.0000,A
008762,2020-06-30,2020,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,27987.0000,7411.0000,120700.0000,46704.0000,24189.0000,63693.0000,,67.0000,32976.0000,10458.0000,73822.0000,357.0000,21542.0000,-183.0000,46878.0000,6199.0000,A
008762,2021-06-30,2021,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,23091.0000,8964.0000,119307.0000,46514.0000,23730.0000,64566.0000,,192.0000,33132.0000,9638.0000,72653.0000,276.0000,22494.0000,-136.0000,46654.0000,6153.0000,A
008762,2022-06-30,2022,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,21653.0000,10081.0000,117208.0000,46662.0000,23443.0000,63379.0000,,140.0000,33081.0000,7021.0000,70354.0000,265.0000,21955.0000,-73.0000,46854.0000,6809.0000,A
012141,2010-06-30,2010,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,55676.0000,1501.0000,86113.0000,46175.0000,4939.0000,13552.0000,,7754.0000,26147.0000,8623.0000,39938.0000,0.0000,7630.0000,0.0000,46175.0000,229.0000,A
012141,2011-06-30,2011,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,74918.0000,1434.0000,108704.0000,57083.0000,11921.0000,13325.0000,,10865.0000,28774.0000,9470.0000,51621.0000,0.0000,8162.0000,0.0000,57083.0000,1456.0000,A
012141,2012-06-30,2012,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,85084.0000,1520.0000,121271.0000,66363.0000,10713.0000,16622.0000,,9776.0000,32688.0000,9614.0000,54908.0000,0.0000,8269.0000,0.0000,66363.0000,1893.0000,A
012141,2013-06-30,2013,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,101466.0000,2392.0000,142431.0000,78944.0000,12601.0000,17738.0000,,10844.0000,37417.0000,11760.0000,63487.0000,0.0000,9991.0000,0.0000,78944.0000,1709.0000,A
012141,2014-06-30,2014,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,114246.0000,3422.0000,172384.0000,89784.0000,20645.0000,27108.0000,,14597.0000,45625.0000,13602.0000,82600.0000,0.0000,13011.0000,0.0000,89784.0000,2728.0000,A
012141,2015-06-30,2015,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,124712.0000,2953.0000,176223.0000,80083.0000,27808.0000,21774.0000,,12053.0000,49858.0000,15639.0000,96140.0000,0.0000,14731.0000,0.0000,80083.0000,2835.0000,A
